TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ%,TOV FREQ%,SF FREQ%,AND ONE FREQ%,SCORE FREQ%,PERCENTILE
Dallas Mavericks,68,915,12.7,1.03,945,308,713,43.2,49.4,17.9,7.4,16.0,3.4,47.4,86.2
Philadelphia 76ers,67,850,11.9,1.03,877,284,652,43.6,48.3,17.6,9.2,16.7,3.5,47.2,82.8
Brooklyn Nets,68,711,9.8,1.08,766,282,570,49.5,53.4,14.3,10.0,13.5,4.5,49.4,96.6
New York Knicks,70,743,9.4,1.0,746,263,586,44.9,49.6,15.7,9.8,14.8,4.4,46.4,79.3
Portland Trail Blazers,68,650,8.8,0.99,647,220,497,44.3,48.2,16.3,10.5,14.8,3.4,46.6,72.4
Oklahoma City Thunder,68,610,7.8,1.0,608,210,468,44.9,47.5,16.4,9.2,15.2,2.3,48.4,75.9
LA Clippers,69,655,8.7,0.91,594,232,538,43.1,45.8,10.5,9.5,9.5,2.3,43.5,37.9
Atlanta Hawks,68,596,7.7,0.98,587,216,483,44.7,49.0,11.9,9.9,10.9,2.9,45.3,69.0
Los Angeles Lakers,68,678,8.7,0.86,586,220,560,39.3,41.8,13.0,7.7,10.9,3.2,41.4,20.7
Boston Celtics,68,605,8.0,0.93,562,191,483,39.5,44.6,13.4,8.9,12.9,2.1,42.5,51.7
Minnesota Timberwolves,68,529,7.0,0.94,500,194,437,44.4,49.9,8.7,10.6,7.9,1.9,42.9,58.6
Toronto Raptors,68,606,7.9,0.82,500,194,483,40.2,41.7,11.2,11.1,9.7,2.0,40.8,6.9
Chicago Bulls,67,457,6.3,1.08,492,171,358,47.8,50.7,19.3,7.9,18.8,5.5,51.0,93.1
Miami Heat,69,510,6.8,0.95,486,171,398,43.0,45.7,15.9,8.6,15.7,2.7,45.7,65.5
Houston Rockets,67,511,6.6,0.94,478,162,400,40.5,45.8,15.1,10.6,13.3,3.9,42.9,55.2
Cleveland Cavaliers,70,479,6.4,0.95,455,156,377,41.4,48.8,13.4,11.7,12.1,3.8,41.5,62.1
Utah Jazz,68,425,5.5,1.04,444,157,322,48.8,53.4,16.0,12.0,14.4,3.8,48.9,89.7
Washington Wizards,68,490,6.6,0.9,440,162,383,42.3,46.0,12.2,12.9,10.8,3.3,41.8,31.0
Detroit Pistons,68,515,6.7,0.83,427,145,385,37.7,40.8,15.9,11.5,13.8,2.1,40.4,10.3
Orlando Magic,68,481,6.4,0.84,402,149,375,39.7,41.5,14.6,10.4,13.9,3.1,41.8,13.8
Milwaukee Bucks,67,475,6.2,0.81,384,144,377,38.2,40.6,12.2,10.3,11.6,2.3,40.0,3.4
Sacramento Kings,66,349,4.7,1.08,378,133,263,50.6,53.6,19.5,9.7,17.8,4.6,52.4,100.0
Denver Nuggets,68,401,5.4,0.93,371,134,316,42.4,48.3,12.0,11.2,11.0,2.0,42.4,48.3
New Orleans Pelicans,68,415,5.4,0.89,370,134,311,43.1,44.5,14.7,12.8,12.3,2.4,43.9,27.6
Indiana Pacers,68,347,4.5,0.92,319,112,285,39.3,44.6,11.8,8.6,10.7,2.9,41.2,44.8
Charlotte Hornets,70,333,4.1,0.91,302,112,265,42.3,46.0,13.5,9.9,12.3,3.0,43.5,41.4
Memphis Grizzlies,66,352,4.6,0.85,301,105,267,39.3,40.6,19.6,10.2,17.6,5.7,42.3,17.2
Phoenix Suns,67,323,4.3,0.87,280,101,259,39.0,41.9,12.1,9.9,10.2,2.2,41.2,24.1
Golden State Warriors,68,306,3.9,0.91,277,102,244,41.8,46.7,10.1,12.7,9.2,2.6,40.5,34.5
San Antonio Spurs,67,240,3.1,0.73,176,62,182,34.1,35.4,13.8,12.1,13.8,1.7,37.5,0.0
