G,Inflation_Salary,Salary,NBA ID,bref_id,Year,Name,Win_Cost,Season,Player,team,Minutes,Pos,Offensive Archetype,WAR,LEBRON,O-LEBRON,D-LEBRON,Defensive Role,Games,Age,WAC
1230,"$38,644,129",30453000.0,977.0,bryanko01,2014,Kobe Bryant,1654775.9546875,2013-14,kobe bryant,LAL,177.0,SG,Shot Creator,0.12,-1.27,-0.78,-0.49,Chaser,6.0,35.0,-18.283095545191777
1059,"$46,540,848",40231758.0,201939.0,curryst01,2020,Stephen Curry,2785104.69375,2019-20,stephen curry,GSW,139.0,PG,Primary Ball Handler,0.36,1.62,1.35,0.28,Chaser,5.0,31.0,-14.08533057959484
1230,"$48,325,294",44310840.0,,walljo01,2022,John Wall,3220157.56484375,,,,,,,,,,,,,,
1059,"$44,189,315",38199000.0,,walljo01,2020,John Wall,2785104.69375,,,,,,,,,,,,,,
990,"$27,746,592",21136631.0,1740.0,lewisra02,2012,Rashard Lewis,1575136.90625,2011-12,rashard lewis,WAS,729.0,SF,Post Scorer,-0.04,-2.32,-2.0,-0.32,,28.0,32.0,-13.458916740590466
1230,"$28,357,220",22346536.0,,arenagi01,2014,Gilbert Arenas,1654775.9546875,,,,,,,,,,,,,,
1059,"$43,032,497",37199000.0,,duranke01,2020,Kevin Durant,2785104.69375,,,,,,,,,,,,,,
1230,"$31,925,643",23239562.0,1503.0,mcgratr01,2010,Tracy McGrady,1650870.43359375,2009-10,tracy mcgrady,HOU/NYK,672.0,SG,Shot Creator,0.9,-0.29,0.04,-0.33,,30.0,30.0,-13.177156830176077
1230,"$27,511,266",21679893.0,2405.0,stoudam01,2014,Amare Stoudemire,1654775.9546875,2013-14,amar'e stoudemire,NYK,1466.0,C,Post Scorer,-0.25,-2.53,-0.69,-1.84,Anchor Big,65.0,31.0,-13.351406833104601
1230,"$47,345,760",47345760.0,202322.0,walljo01,2023,John Wall,3555763.16015625,2022-23,john wall,LAC,755.0,PG,Shot Creator,0.67,-1.04,-0.32,-0.72,Chaser,34.0,32.0,-12.64521754050669
1229,"$26,868,005",20807922.0,,arenagi01,2013,Gilbert Arenas,1649522.5703125,,,,,,,,,,,,,,
1230,"$31,041,891",25000000.0,977.0,bryanko01,2016,Kobe Bryant,1839115.125,2015-16,kobe bryant,LAL,1863.0,SF,Shot Creator,0.58,-1.81,0.34,-2.15,Wing Stopper,66.0,37.0,-13.01349377326229
1230,"$42,909,452",39344900.0,,leonaka01,2022,Kawhi Leonard,3220157.56484375,,,,,,,,,,,,,,
1230,"$24,558,998",19754465.0,202682.0,willide02,2015,Deron Williams,1720660.6203125,2014-15,derrick williams,SAC,1462.0,PF,Athletic Finisher,-0.72,-2.99,-0.71,-2.28,Helper,74.0,23.0,-12.200744527303861
1230,"$29,215,494",23500000.0,977.0,bryanko01,2015,Kobe Bryant,1720660.6203125,2014-15,kobe bryant,LAL,1207.0,SG,Shot Creator,2.03,0.21,1.68,-1.48,Wing Stopper,35.0,36.0,-11.627545086219278
990,"$25,295,308",19269307.0,2240.0,arenagi01,2012,Gilbert Arenas,1575136.90625,2011-12,gilbert arenas,MEM,211.0,PG,Secondary Ball Handler,0.21,-0.8,-0.01,-0.78,,17.0,30.0,-12.02341724998071
1059,"$37,876,556",32742000.0,,thompkl01,2020,Klay Thompson,2785104.69375,,,,,,,,,,,,,,
1230,"$24,949,068",20093064.0,201565.0,rosede01,2016,Derrick Rose,1839115.125,2015-16,derrick rose,CHI,2098.0,PG,Slasher,-0.5,-2.64,-0.37,-2.27,Point of Attack,66.0,27.0,-11.425397614790429
1229,"$25,758,672",19948799.0,2405.0,stoudam01,2013,Amare Stoudemire,1649522.5703125,2012-13,amar'e stoudemire,NYK,682.0,PF,Post Scorer,0.54,-1.09,-0.13,-0.96,,29.0,30.0,-11.553680534617193
1080,"$40,644,227",35361360.0,,thompkl01,2021,Klay Thompson,3050930.16484375,,,,,,,,,,,,,,
1059,"$39,852,360",34449964.0,201933.0,griffbl01,2020,Blake Griffin,2785104.69375,2019-20,blake griffin,DET,512.0,PF,Shot Creator,1.09,0.89,1.89,-1.01,Helper,18.0,30.0,-11.279360504583007
1230,"$24,877,807",18300000.0,2072.0,reddmi01,2011,Michael Redd,1582711.12734375,2010-11,michael redd,MIL,134.0,SG,Low Minute,0.15,-0.67,-0.12,-0.55,,10.0,31.0,-11.412438453764286
1230,"$35,960,497",29727900.0,202330.0,haywago01,2018,Gordon Hayward,2622434.2953125,2017-18,gordon hayward,BOS,5.0,SF,Low Minute,0.01,-0.51,-0.18,-0.33,Wing Stopper,1.0,27.0,-11.325994214664394
1230,"$48,216,568",44211146.0,201566.0,westbru01,2022,Russell Westbrook,3220157.56484375,2021-22,russell westbrook,LAL,2678.0,PG,Shot Creator,2.48,-0.95,0.48,-1.44,Chaser,78.0,33.0,-11.249497737215611
1230,"$24,043,245",17686100.0,2397.0,mingya01,2011,Yao Ming,1582711.12734375,2010-11,yao ming,HOU,91.0,C,Low Minute,0.08,-0.93,-1.24,0.31,,5.0,30.0,-11.094559712410959
1080,"$47,418,265",41254920.0,202322.0,walljo01,2021,John Wall,3050930.16484375,2020-21,john wall,HOU,1288.0,PG,Shot Creator,1.49,-0.6,0.69,-1.29,Point of Attack,40.0,30.0,-12.03207942200238
1230,"$22,561,707",17779458.0,,roybr01,2014,Brandon Roy,1654775.9546875,,,,,,,,,,,,,,
1230,"$23,433,078",18466130.0,202682.0,willide02,2014,Deron Williams,1654775.9546875,2013-14,derrick williams,MIN/SAC,1820.0,SF-PF,Shot Creator,0.74,-1.68,-0.59,-1.09,Helper,78.0,22.0,-10.419293164546424
1230,"$22,375,460",17632688.0,201565.0,rosede01,2014,Derrick Rose,1654775.9546875,2013-14,derrick rose,CHI,311.0,PG,Slasher,0.12,-1.73,0.0,-1.73,Point of Attack,10.0,25.0,-10.535634649543773
1230,"$26,618,408",21410988.0,2405.0,stoudam01,2015,Amare Stoudemire,1720660.6203125,2014-15,amar'e stoudemire,NYK/DAL,1244.0,PF,Post Scorer,1.06,-1.01,-0.41,-0.6,Anchor Big,59.0,32.0,-11.383469529808506
1230,"$22,492,602",16545454.0,,martike04,2011,Kenyon Martin,1582711.12734375,,,,,,,,,,,,,,
1230,"$35,994,012",33003936.0,,simmobe01,2022,Ben Simmons,3220157.56484375,,,,,,,,,,,,,,
1230,"$29,187,601",23741060.0,,boshch01,2017,Chris Bosh,2317249.56484375,,,,,,,,,,,,,,
990,"$21,045,802",16032144.0,,roybr01,2012,Brandon Roy,1575136.90625,,,,,,,,,,,,,,
1230,"$31,618,522",23016000.0,979.0,onealje01,2010,Jermaine O'Neal,1650870.43359375,2009-10,jermaine o'neal,MIA,1991.0,C,Post Scorer,3.81,0.55,-0.8,1.35,,70.0,31.0,-10.13173614818268
1230,"$19,263,394",15514031.0,201579.0,hibbero01,2016,Roy Hibbert,1839115.125,2015-16,roy hibbert,LAL,1878.0,C,Post Scorer,-1.26,-3.29,-3.68,0.39,Helper,81.0,29.0,-9.695595351867926
1229,"$21,270,586",16473002.0,,bynuman01,2013,Andrew Bynum,1649522.5703125,,,,,,,,,,,,,,
990,"$23,914,843",18217705.0,2405.0,stoudam01,2012,Amare Stoudemire,1575136.90625,2011-12,amar'e stoudemire,NYK,1543.0,PF,Athletic Finisher,1.59,-0.74,-1.12,0.39,,47.0,29.0,-9.975791473562586
1229,"$21,179,551",16402500.0,,rosede01,2013,Derrick Rose,1649522.5703125,,,,,,,,,,,,,,
1230,"$23,408,916",17040000.0,2072.0,reddmi01,2010,Michael Redd,1650870.43359375,2009-10,michael redd,MIL,492.0,SG,Secondary Ball Handler,0.42,-1.03,-0.5,-0.53,,18.0,30.0,-9.901827596673309
1230,"$22,499,932",16378325.0,,mingya01,2010,Yao Ming,1650870.43359375,,,,,,,,,,,,,,
1230,"$27,475,254",20000000.0,406.0,onealsh01,2010,Shaquille O'Neal,1650870.43359375,2009-10,shaquille o'neal,CLE,1240.0,C,Post Scorer,2.15,0.29,-1.37,1.65,,53.0,37.0,-9.964821122855996
1230,"$34,512,187",28530608.0,201144.0,conlemi01,2018,Mike Conley,2622434.2953125,2017-18,mike conley,MEM,373.0,PG,Shot Creator,1.02,1.8,2.39,-0.6,Point of Attack,12.0,30.0,-9.859436732122273
1059,"$37,610,051",32511623.0,201144.0,conlemi01,2020,Mike Conley,2785104.69375,2019-20,mike conley,UTA,1363.0,PG,Primary Ball Handler,2.3,0.22,0.79,-0.57,Point of Attack,47.0,32.0,-9.373393489644648
1230,"$24,473,283",19285850.0,2200.0,gasolpa01,2014,Pau Gasol,1654775.9546875,2013-14,pau gasol,LAL,1884.0,C,Post Scorer,1.45,-1.14,-0.37,-0.76,Helper,60.0,33.0,-10.204659318301543
1230,"$46,295,265",46295265.0,201566.0,westbru01,2023,Russell Westbrook,3555763.16015625,2022-23,russell westbrook,LAL/LAC,2126.0,PG,Shot Creator,3.28,0.0,0.8,-0.8,Helper,73.0,34.0,-9.739783071819007
1229,"$21,124,422",16359805.0,200750.0,roybr01,2013,Brandon Roy,1649522.5703125,2012-13,brandon roy,MIN,122.0,SG,Low Minute,0.2,0.1,-0.24,0.35,,5.0,28.0,-9.717903091741665
1230,"$41,421,681",37980720.0,202691.0,thompkl01,2022,Klay Thompson,3220157.56484375,2021-22,klay thompson,GSW,941.0,SG,Off Screen Shooter,1.87,0.69,1.61,-0.92,Helper,32.0,31.0,-9.924677507292387
1230,"$27,920,565",22458401.0,2546.0,anthoca01,2015,Carmelo Anthony,1720660.6203125,2014-15,carmelo anthony,NYK,1428.0,SF,Shot Creator,2.47,0.27,2.35,-2.08,Helper,40.0,30.0,-10.582196775399664
1230,"$30,591,432",25289390.0,,boshch01,2018,Chris Bosh,2622434.2953125,,,,,,,,,,,,,,
1059,"$44,545,016",38506482.0,201566.0,westbru01,2020,Russell Westbrook,2785104.69375,2019-20,russell westbrook,HOU,2049.0,PG,Shot Creator,4.97,1.35,1.67,-0.32,Chaser,57.0,31.0,-8.855865177137382
1230,"$26,649,840",21436271.0,2730.0,howardw01,2015,Dwight Howard,1720660.6203125,2014-15,dwight howard,HOU,1223.0,C,Post Scorer,2.97,1.29,-0.47,1.77,Anchor Big,41.0,29.0,-9.488163304804885
1230,"$31,558,169",26837720.0,,boshch01,2019,Chris Bosh,2815464.6921875,,,,,,,,,,,,,,
