TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Portland Trail Blazers,82,657,7.1,1.2,758,338,571,59.2,59.4,9.4,5.6,9.0,2.0,58.1,72.4
Utah Jazz,82,595,6.3,1.2,722,303,487,62.2,62.4,12.9,8.6,12.3,3.4,60.2,89.7
Atlanta Hawks,82,652,6.9,1.1,690,282,541,52.1,52.6,12.7,6.9,12.6,2.6,53.1,13.8
Denver Nuggets,82,587,6.6,1.1,655,275,498,55.2,55.6,13.1,4.3,12.1,2.2,56.6,51.7
Philadelphia 76ers,82,563,6.2,1.1,634,263,469,56.1,56.4,13.0,6.7,12.3,3.0,55.8,55.2
Houston Rockets,82,543,5.9,1.1,616,261,460,56.7,57.1,12.3,7.2,12.0,4.2,56.0,65.5
New York Knicks,81,533,6.0,1.1,585,248,423,58.6,59.0,14.4,9.6,12.9,3.4,56.5,27.6
Brooklyn Nets,82,512,5.7,1.1,577,246,429,57.3,58.7,12.1,6.6,10.9,2.5,56.4,58.6
New Orleans Pelicans,81,491,5.5,1.2,573,238,409,58.2,58.6,14.9,5.9,13.8,4.1,58.7,79.3
Minnesota Timberwolves,82,464,5.2,1.2,570,238,384,62.0,62.0,17.2,4.7,16.4,4.7,62.1,96.6
Orlando Magic,82,503,5.6,1.1,568,233,408,57.1,57.6,14.1,7.4,12.9,2.6,57.3,62.1
Toronto Raptors,82,503,5.5,1.1,559,244,425,57.4,57.8,11.9,6.0,11.3,2.4,55.9,37.9
Washington Wizards,82,495,5.3,1.1,551,236,406,58.1,59.0,12.7,7.9,12.3,2.6,56.4,44.8
Indiana Pacers,81,444,4.8,1.2,546,242,380,63.7,63.9,11.7,6.8,11.5,4.1,61.7,100.0
Detroit Pistons,82,506,5.5,1.1,545,237,432,54.9,55.3,9.9,7.3,9.1,2.6,53.6,20.7
Chicago Bulls,82,529,5.8,1.0,539,231,449,51.4,51.9,10.8,5.9,10.6,1.5,52.2,6.9
Golden State Warriors,82,498,5.3,1.1,527,227,410,55.4,56.1,10.4,8.6,9.8,1.4,53.4,10.3
Milwaukee Bucks,81,438,4.9,1.2,525,223,347,64.3,65.0,13.9,10.0,13.5,3.2,60.5,86.2
Charlotte Hornets,82,436,4.9,1.2,521,229,366,62.6,63.1,11.5,7.6,11.0,3.0,60.1,82.8
Sacramento Kings,81,425,4.7,1.2,493,208,351,59.3,60.3,13.4,8.0,12.2,4.0,57.9,75.9
San Antonio Spurs,82,457,4.9,1.1,486,205,374,54.8,55.2,13.1,8.1,11.8,3.1,54.0,17.2
Boston Celtics,81,443,5.0,1.1,483,218,389,56.0,56.8,8.4,7.0,7.4,3.2,53.7,24.1
Cleveland Cavaliers,82,395,4.4,1.2,482,205,330,62.1,62.7,13.2,6.6,11.9,3.3,61.0,93.1
LA Clippers,82,432,4.9,1.1,480,211,374,56.4,57.2,9.3,6.5,8.8,2.3,54.9,32.1
Memphis Grizzlies,82,472,5.2,1.0,472,199,386,51.6,51.9,10.8,9.7,10.2,2.3,50.6,0.0
Miami Heat,82,423,4.8,1.1,470,189,347,54.5,54.5,14.4,5.4,13.7,1.9,56.7,32.1
Dallas Mavericks,82,387,4.2,1.2,445,191,316,60.4,61.1,12.9,8.3,12.1,2.8,57.6,69.0
Los Angeles Lakers,81,399,4.4,1.1,444,191,337,56.7,56.7,11.3,7.3,11.0,3.0,55.4,41.4
Phoenix Suns,81,411,4.6,1.0,416,166,323,51.4,52.2,13.4,10.2,12.2,2.2,50.9,3.4
Oklahoma City Thunder,82,339,3.8,1.1,378,162,284,57.0,57.7,10.9,8.8,10.3,3.5,55.2,48.3
