TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Denver Nuggets,82,696,7.8,1.1,764,307,537,57.2,57.2,15.5,11.1,12.9,3.7,55.3,93.1
Boston Celtics,81,653,7.3,1.1,735,272,486,56.0,56.0,19.6,10.1,18.1,4.1,56.5,100.0
Milwaukee Bucks,81,639,7.1,1.0,620,266,502,53.0,53.0,11.4,12.5,9.4,2.5,49.5,48.3
Los Angeles Lakers,81,589,6.6,1.0,604,228,445,51.2,51.2,17.8,10.7,15.8,4.1,51.8,79.3
Chicago Bulls,82,557,6.2,1.0,550,226,456,49.6,49.6,12.9,8.1,12.0,2.9,50.1,58.6
Miami Heat,82,554,6.3,1.0,544,201,423,47.5,47.5,17.3,8.5,15.0,2.2,50.9,51.7
New Orleans Pelicans,81,490,5.5,1.0,486,184,356,51.7,51.7,18.2,12.2,16.3,3.1,52.0,65.5
Minnesota Timberwolves,82,477,5.4,1.0,483,184,345,53.3,53.3,18.0,14.5,15.7,4.8,51.2,72.4
Philadelphia 76ers,82,437,4.8,1.1,469,171,323,52.9,52.9,17.6,10.8,15.8,2.3,54.2,89.7
Houston Rockets,82,462,5.0,1.0,448,176,345,51.0,51.0,14.9,13.0,13.0,2.6,50.2,44.8
LA Clippers,82,403,4.5,1.1,428,177,322,55.0,55.0,12.2,9.2,10.2,1.2,54.3,82.8
Phoenix Suns,81,446,5.0,0.9,406,156,325,48.0,48.0,16.6,13.7,14.8,3.1,47.3,24.1
San Antonio Spurs,82,443,4.7,0.9,393,139,304,45.7,45.7,17.8,15.8,15.1,2.3,46.3,6.9
Indiana Pacers,81,322,3.5,1.1,358,141,246,57.3,57.3,18.0,9.9,15.8,4.3,56.2,96.6
Toronto Raptors,82,360,3.9,1.0,348,130,264,49.2,49.2,17.5,13.1,15.6,3.9,49.2,41.4
Orlando Magic,82,384,4.3,0.9,344,128,287,44.6,44.6,17.2,11.5,15.1,3.4,46.1,10.3
Golden State Warriors,82,351,3.8,0.9,318,123,251,49.0,49.0,16.0,16.5,13.4,4.0,46.2,13.8
Memphis Grizzlies,82,335,3.7,0.9,313,122,254,48.0,48.0,14.9,12.2,12.8,3.0,47.5,27.6
Sacramento Kings,81,329,3.6,0.9,299,123,234,52.6,52.6,14.6,17.9,13.7,3.6,46.5,20.7
New York Knicks,81,307,3.4,0.9,271,106,220,48.2,48.2,14.0,16.9,12.7,2.6,45.3,3.4
Detroit Pistons,82,278,3.0,1.0,264,94,188,50.0,50.0,18.3,17.3,17.3,3.2,48.9,34.5
Utah Jazz,82,256,2.7,1.0,253,97,195,49.7,49.7,14.1,12.1,11.3,2.3,49.6,62.1
Portland Trail Blazers,82,274,3.0,0.9,249,107,221,48.4,48.4,10.2,12.0,8.8,2.9,45.6,17.2
Dallas Mavericks,82,223,2.4,1.0,222,80,160,50.0,50.0,21.5,9.9,20.6,3.1,52.5,69.0
Charlotte Hornets,82,210,2.4,1.0,207,80,163,49.1,49.1,15.2,9.5,12.9,2.4,50.5,55.2
Atlanta Hawks,82,205,2.2,1.0,195,64,143,44.8,44.8,21.0,11.7,19.0,2.4,48.8,37.9
Washington Wizards,82,196,2.1,0.9,184,75,151,49.7,49.7,14.8,12.8,13.3,4.6,48.5,31.0
Oklahoma City Thunder,82,163,1.8,1.0,167,72,128,56.3,56.3,9.2,15.3,8.6,3.1,50.3,75.9
Brooklyn Nets,82,134,1.5,1.1,143,59,98,60.2,60.2,16.4,14.9,14.2,4.5,55.2,86.2
Cleveland Cavaliers,82,142,1.6,0.8,118,43,103,41.7,41.7,16.2,12.0,11.3,0.7,44.4,0.0
