TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Indiana Pacers,43,345,7.0,1.3,463,167,296,56.4,66.6,15.4,3.2,15.1,4.3,58.3,96.6
Houston Rockets,42,372,7.9,1.1,422,162,303,53.5,56.6,15.6,7.0,15.1,4.0,54.3,58.6
Los Angeles Lakers,44,340,7.0,1.1,382,154,272,56.6,58.6,14.7,9.7,14.1,4.4,54.7,48.3
Philadelphia 76ers,42,322,6.8,1.1,370,132,259,51.0,57.5,13.7,8.1,12.4,2.2,52.5,65.5
Chicago Bulls,45,365,7.4,1.0,367,160,320,50.0,53.4,6.3,8.2,6.3,2.2,47.7,13.8
Oklahoma City Thunder,43,292,6.2,1.2,355,133,261,51.0,61.5,8.6,4.5,8.6,2.4,51.7,82.8
Minnesota Timberwolves,43,271,5.8,1.3,340,124,216,57.4,64.6,19.2,7.7,17.7,6.6,57.9,86.2
Atlanta Hawks,43,265,5.3,1.3,339,134,227,59.0,62.3,15.1,4.2,14.7,4.9,60.0,93.1
Orlando Magic,44,294,6.0,1.1,311,117,234,50.0,54.3,14.3,8.5,13.6,2.4,51.4,24.1
Milwaukee Bucks,42,294,6.2,1.1,309,119,252,47.2,52.6,12.2,4.8,11.6,2.7,49.3,20.7
Denver Nuggets,45,244,5.0,1.3,308,124,208,59.6,63.7,13.9,4.9,13.1,4.1,59.8,89.7
Toronto Raptors,44,266,5.4,1.1,300,125,231,54.1,58.0,9.8,4.9,9.4,1.5,54.1,55.2
San Antonio Spurs,43,301,6.1,1.0,300,119,266,44.7,50.4,8.0,6.3,7.6,2.7,44.9,10.3
Boston Celtics,43,266,5.5,1.1,298,110,224,49.1,59.4,7.9,8.6,7.5,0.8,48.5,41.4
Sacramento Kings,41,218,4.7,1.4,297,117,178,65.7,71.9,17.0,7.8,17.0,6.4,62.8,100.0
Brooklyn Nets,43,248,5.1,1.2,296,122,215,56.7,61.6,10.9,5.2,10.9,2.8,56.0,75.9
Miami Heat,43,253,5.5,1.2,293,107,205,52.2,58.5,14.6,6.7,14.2,2.4,53.8,69.0
Cleveland Cavaliers,41,267,5.9,1.1,290,119,224,53.1,57.6,10.1,8.2,10.1,2.2,51.7,34.5
Phoenix Suns,42,252,5.4,1.1,283,110,205,53.7,57.3,13.5,8.3,12.7,3.2,53.6,44.8
Utah Jazz,45,234,4.5,1.2,282,109,204,53.4,61.8,9.4,6.4,9.0,3.0,52.6,79.3
Detroit Pistons,43,239,4.9,1.1,269,114,202,56.4,58.7,12.6,7.1,12.6,4.2,55.6,51.7
Portland Trail Blazers,43,287,5.9,0.9,269,107,237,45.1,48.5,11.8,9.1,11.8,3.5,44.6,3.4
Dallas Mavericks,43,253,5.2,1.1,268,110,216,50.9,55.6,9.9,7.9,9.9,3.2,49.4,27.6
Washington Wizards,42,236,5.0,1.1,262,103,193,53.4,57.8,14.0,8.5,13.1,4.2,53.0,37.9
Charlotte Hornets,41,246,5.4,1.0,257,95,204,46.6,51.2,12.6,6.9,12.6,2.4,48.8,17.2
LA Clippers,42,217,4.7,1.2,256,102,164,62.2,64.9,17.5,9.7,16.6,2.8,59.9,72.4
Golden State Warriors,40,233,5.1,1.1,251,93,198,47.0,53.3,11.2,6.0,10.7,2.1,48.9,31.0
New Orleans Pelicans,43,212,4.4,1.1,242,96,177,54.2,59.9,11.3,6.1,10.4,0.9,53.8,62.1
Memphis Grizzlies,43,273,5.7,0.9,242,96,238,40.3,43.5,10.6,4.8,9.9,2.6,42.9,0.0
New York Knicks,43,148,3.1,1.0,145,60,121,49.6,52.9,10.8,10.8,10.1,3.4,46.6,6.9
