TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Toronto Raptors,63,1477,20.9,1.2,1699,634,1156,54.8,61.8,14.8,11.2,13.7,4.3,52.3,62.1
Oklahoma City Thunder,63,1434,20.7,1.2,1672,618,1153,53.6,60.9,12.1,9.9,10.8,2.4,52.7,69.0
Washington Wizards,63,1403,19.6,1.2,1671,639,1093,58.5,65.7,13.0,13.0,12.0,3.8,54.0,82.8
Indiana Pacers,63,1413,19.7,1.1,1616,616,1146,53.8,61.7,10.5,11.1,9.8,2.8,51.1,58.6
Los Angeles Lakers,64,1340,18.9,1.2,1602,606,1028,58.9,66.3,13.6,13.4,12.3,3.7,54.4,93.1
San Antonio Spurs,63,1336,18.6,1.1,1520,574,1053,54.5,62.9,10.7,13.5,10.0,3.1,50.1,48.3
Sacramento Kings,61,1310,19.0,1.1,1497,572,1055,54.2,62.0,11.0,10.8,10.4,2.4,51.7,55.2
Dallas Mavericks,63,1266,18.0,1.2,1488,555,1018,54.5,62.8,12.6,10.3,11.9,3.3,52.7,72.4
Boston Celtics,61,1236,18.3,1.2,1466,542,1002,54.1,63.5,11.4,9.8,10.5,2.3,52.8,79.3
Houston Rockets,63,1309,18.4,1.1,1451,526,1013,51.9,57.9,15.5,10.7,14.7,3.6,51.6,34.5
Milwaukee Bucks,63,1196,17.0,1.2,1431,505,920,54.9,63.4,17.5,9.4,15.6,3.8,54.8,96.6
Utah Jazz,63,1293,17.7,1.1,1427,536,1011,53.0,60.1,11.4,13.3,10.8,2.9,49.6,31.0
Philadelphia 76ers,63,1164,16.6,1.2,1387,499,913,54.7,60.8,16.5,9.3,15.1,4.2,54.8,86.2
Cleveland Cavaliers,63,1153,16.6,1.2,1374,508,902,56.3,64.4,13.4,11.2,12.7,2.9,53.7,89.7
New York Knicks,62,1176,17.2,1.2,1369,508,937,54.2,61.8,13.4,11.0,12.6,4.0,52.1,65.5
LA Clippers,61,1198,18.1,1.1,1356,512,939,54.5,60.8,12.8,12.2,12.2,3.3,51.5,44.8
Phoenix Suns,62,1090,15.8,1.2,1349,479,834,57.4,64.7,17.4,10.7,15.9,4.7,56.3,100.0
Detroit Pistons,62,1198,17.1,1.1,1349,504,930,54.2,61.0,13.7,12.1,12.8,3.4,52.0,41.4
Atlanta Hawks,63,1225,16.7,1.1,1348,496,974,50.9,57.9,12.8,10.8,11.9,3.1,49.8,24.1
New Orleans Pelicans,62,1152,16.7,1.1,1285,476,905,52.6,60.1,12.6,10.9,11.4,2.1,51.0,37.9
Memphis Grizzlies,64,1176,16.6,1.1,1281,451,910,49.6,58.5,13.4,12.2,12.2,2.9,48.0,10.3
Brooklyn Nets,63,1171,16.8,1.1,1279,485,971,49.9,57.9,9.6,9.6,9.1,2.1,48.4,13.8
Orlando Magic,64,1120,15.9,1.1,1224,458,854,53.6,59.5,13.9,12.7,12.8,2.9,51.1,17.2
Minnesota Timberwolves,64,1023,14.7,1.2,1208,438,799,54.8,62.3,14.1,10.9,13.2,3.0,53.1,75.9
Miami Heat,63,1100,16.3,1.1,1196,432,862,50.1,57.4,12.9,11.5,12.3,2.7,49.2,6.9
Denver Nuggets,63,1086,15.8,1.1,1177,442,843,52.4,59.1,12.3,11.8,11.0,1.7,50.3,3.4
Chicago Bulls,63,1002,14.4,1.1,1144,410,781,52.5,59.9,14.3,10.4,12.7,2.6,52.3,51.7
Golden State Warriors,62,1043,14.6,1.1,1144,428,807,53.0,59.8,12.4,13.1,11.5,2.9,50.0,20.7
Charlotte Hornets,63,1036,15.1,1.1,1142,443,827,53.6,60.3,10.0,12.5,9.6,2.4,50.0,27.6
Portland Trail Blazers,62,1047,14.9,1.0,1070,371,783,47.4,53.8,15.8,12.4,14.4,3.0,47.3,0.0
