PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,TOUCHES,POST_TOUCHES,POST_TOUCH_FGM,POST_TOUCH_FGA,POST_TOUCH_FG_PCT,POST_TOUCH_FTM,POST_TOUCH_FTA,POST_TOUCH_FT_PCT,POST_TOUCH_PTS,POST_TOUCH_PTS_PCT,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCH_FOULS,POST_TOUCH_FOULS_PCT,Season,year
201985,AJ Price,1610612750,MIN,28,15,13,99.0,244,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2013-14,2014
201166,Aaron Brooks,1610612743,DEN,72,42,30,1557.0,2859,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2013-14,2014
201189,Aaron Gray,1610612758,SAC,36,11,25,348.0,504,13,2,10,0.2,0,0,0.0,4,0.308,2,0.154,1,0.077,0,0.0,0,0.0,2013-14,2014
203519,Adonis Thomas,1610612755,PHI,6,2,4,38.0,38,1,1,1,1.0,0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0,2013-14,2014
1733,Al Harrington,1610612764,WAS,33,20,13,497.0,823,20,2,8,0.25,0,0,0.0,4,0.2,6,0.3,4,0.2,1,0.05,0,0.0,2013-14,2014
201143,Al Horford,1610612737,ATL,29,16,13,958.0,1826,206,43,85,0.506,18,22,0.818,105,0.51,68,0.33,19,0.092,14,0.068,11,0.053,2013-14,2014
2744,Al Jefferson,1610612766,CHA,72,37,35,2517.0,3575,1426,349,666,0.524,101,139,0.727,813,0.57,477,0.335,111,0.078,77,0.054,71,0.05,2013-14,2014
202329,Al-Farouq Aminu,1610612740,NOP,80,33,47,2045.0,2520,37,5,16,0.313,2,4,0.5,14,0.378,9,0.243,4,0.108,3,0.081,2,0.054,2013-14,2014
101187,Alan Anderson,1610612751,BKN,77,42,35,1745.0,2060,19,4,9,0.444,0,0,0.0,7,0.368,5,0.263,2,0.105,2,0.105,0,0.0,2013-14,2014
202692,Alec Burks,1610612762,UTA,78,24,54,2193.0,4183,10,3,5,0.6,4,4,1.0,11,1.1,2,0.2,0,0.0,0,0.0,2,0.2,2013-14,2014
203458,Alex Len,1610612756,PHX,42,24,18,362.0,495,31,5,17,0.294,3,4,0.75,13,0.419,6,0.194,1,0.032,4,0.129,2,0.065,2013-14,2014
203144,Alexey Shved,1610612750,MIN,63,28,35,664.0,1029,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2013-14,2014
201582,Alexis Ajinca,1610612740,NOP,56,22,34,951.0,1509,48,4,22,0.182,1,2,0.5,9,0.188,10,0.208,4,0.083,11,0.229,1,0.021,2013-14,2014
203459,Allen Crabbe,1610612757,POR,15,12,3,100.0,132,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2013-14,2014
202087,Alonzo Gee,1610612739,CLE,65,29,36,1020.0,1319,5,0,3,0.0,0,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,2013-14,2014
2405,Amar'e Stoudemire,1610612752,NYK,65,26,39,1466.0,1937,341,84,170,0.494,48,64,0.75,218,0.639,64,0.188,12,0.035,36,0.106,33,0.097,2013-14,2014
101161,Amir Johnson,1610612761,TOR,76,42,34,2181.0,3628,92,19,39,0.487,2,6,0.333,40,0.435,38,0.413,4,0.043,2,0.022,3,0.033,2013-14,2014
2760,Anderson Varejao,1610612739,CLE,65,25,40,1800.0,3342,77,11,27,0.407,6,6,1.0,29,0.377,28,0.364,7,0.091,9,0.117,5,0.065,2013-14,2014
101154,Andray Blatche,1610612751,BKN,72,39,33,1591.0,2819,225,44,97,0.454,30,38,0.789,119,0.529,62,0.276,13,0.058,24,0.107,20,0.089,2013-14,2014
