nba_id,team_id,PLAYER,Team,overall_dfg%,all_dfga,all_dfgm,dif%,year,rim_dfg%,rim_dfga,rim_dfgm,rim_dif%
201586,1610612760,Serge Ibaka,OKC,41.2,323,133,-7.7,2014,52.2,136,71,-10.4
1495,1610612759,Tim Duncan,SAS,47.8,291,139,-0.2,2014,56.39999999999999,156,88,-5.9
2547,1610612748,Chris Bosh,MIA,50.6,253,128,3.8,2014,59.1,115,68,-0.8
201579,1610612754,Roy Hibbert,IND,43.4,244,106,-4.5,2014,45.9,98,45,-16.3
201142,1610612760,Kevin Durant,OKC,44.1,236,104,-2.9000000000000004,2014,60.0,80,48,-2.4
202695,1610612759,Kawhi Leonard,SAS,41.8,232,97,-6.1,2014,55.7,61,34,-9.6
2564,1610612759,Boris Diaw,SAS,52.6,228,120,5.6000000000000005,2014,70.39999999999999,81,57,7.1
2561,1610612754,David West,IND,36.8,223,82,-9.8,2014,58.6,70,41,-3.6
201168,1610612759,Tiago Splitter,SAS,44.8,223,100,-3.7,2014,53.1,81,43,-9.2
202704,1610612760,Reggie Jackson,OKC,39.8,221,88,-6.800000000000001,2014,56.3,64,36,-6.2
201588,1610612754,George Hill,IND,44.3,219,97,-1.6,2014,68.10000000000001,47,32,4.5
201980,1610612759,Danny Green,SAS,45.6,215,98,-0.6,2014,60.3,58,35,-2.4
202331,1610612754,Paul George,IND,46.2,210,97,-1.4,2014,61.8,55,34,-4.0
2225,1610612759,Tony Parker,SAS,37.2,196,73,-7.3,2014,56.00000000000001,25,14,-4.6
2548,1610612748,Dwyane Wade,MIA,48.5,194,94,2.7,2014,73.3,45,33,13.6
201599,1610612746,DeAndre Jordan,LAC,52.2,186,97,4.6,2014,54.0,113,61,-7.399999999999999
201577,1610612757,Robin Lopez,POR,50.5,184,93,-1.0,2014,56.89999999999999,102,58,-6.2
202362,1610612754,Lance Stephenson,IND,43.9,173,76,-4.1000000000000005,2014,68.30000000000001,41,28,5.9
202083,1610612757,Wesley Matthews,POR,47.3,169,80,-0.2,2014,60.9,23,14,-1.1
101162,1610612764,Marcin Gortat,WAS,44.8,165,74,-0.4,2014,44.4,72,32,-11.8
2570,1610612760,Kendrick Perkins,OKC,49.4,164,81,1.5,2014,66.10000000000001,59,39,4.6
200746,1610612757,LaMarcus Aldridge,POR,43.8,160,70,-6.2,2014,47.1,85,40,-14.7
951,1610612748,Ray Allen,MIA,40.400000000000006,156,63,-4.6,2014,60.6,33,20,0.7000000000000001
201566,1610612760,Russell Westbrook,OKC,45.2,155,70,-1.7000000000000002,2014,54.1,37,20,-8.9
2440,1610612746,Matt Barnes,LAC,45.4,152,69,-1.6,2014,68.60000000000001,35,24,7.3
2544,1610612748,LeBron James,MIA,48.7,152,74,3.3000000000000003,2014,56.10000000000001,41,23,-4.0
201587,1610612757,Nicolas Batum,POR,42.7,150,64,-5.2,2014,61.5,39,24,1.0
201933,1610612746,Blake Griffin,LAC,45.3,150,68,-1.4,2014,62.0,50,31,2.6
1938,1610612759,Manu Ginobili,SAS,43.0,149,64,-3.7,2014,57.7,26,15,-8.5
201596,1610612748,Mario Chalmers,MIA,47.9,142,68,2.9000000000000004,2014,70.0,30,21,10.5
203500,1610612760,Steven Adams,OKC,53.2,141,75,5.2,2014,62.1,66,41,0.1
203078,1610612764,Bradley Beal,WAS,43.3,134,58,-0.8999999999999999,2014,69.19999999999999,26,18,11.5
2207,1610612751,Joe Johnson,BKN,39.1,133,52,-5.7,2014,75.0,28,21,11.1
1740,1610612748,Rashard Lewis,MIA,42.3,130,55,-5.1,2014,65.60000000000001,32,21,3.1
101108,1610612746,Chris Paul,LAC,46.9,128,60,1.4,2014,72.7,33,24,12.0
101133,1610612754,Ian Mahinmi,IND,41.4,128,53,-5.2,2014,48.9,47,23,-12.3
1718,1610612751,Paul Pierce,BKN,48.4,128,62,-0.6,2014,71.89999999999999,32,23,5.1
