TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Memphis Grizzlies,82,2343,24.2,1.15,2689,986,1863,52.9,61.8,11.7,11.7,10.5,2.9,50.6,69.0
Chicago Bulls,82,2284,24.3,1.14,2616,954,1805,52.9,61.6,12.4,11.2,11.6,2.7,50.9,65.5
Atlanta Hawks,82,2018,21.1,1.12,2250,848,1563,54.3,61.8,11.5,13.7,10.8,2.7,50.3,31.0
Denver Nuggets,82,1836,19.8,1.18,2160,814,1402,58.1,64.8,13.7,13.0,12.7,3.0,54.5,93.1
Toronto Raptors,82,2049,21.7,1.05,2154,811,1625,49.9,56.3,11.9,11.2,11.2,2.4,48.5,6.9
Indiana Pacers,82,1841,20.2,1.17,2149,814,1462,55.7,62.9,12.1,11.1,11.2,2.6,53.3,86.2
Detroit Pistons,82,1892,20.3,1.14,2148,801,1495,53.6,60.5,12.4,11.7,11.7,3.2,51.3,44.8
Oklahoma City Thunder,82,1780,19.3,1.17,2090,781,1460,53.5,60.9,12.4,8.5,11.5,2.9,53.2,89.7
San Antonio Spurs,82,1824,19.9,1.14,2089,772,1449,53.3,61.4,12.8,11.1,12.3,3.4,51.1,62.1
Dallas Mavericks,82,1800,19.8,1.11,1992,742,1402,52.9,60.3,12.7,12.5,11.8,3.1,50.0,24.1
New York Knicks,82,1650,18.3,1.18,1951,730,1314,55.6,62.9,13.0,10.6,11.8,3.2,53.6,96.6
Washington Wizards,82,1812,19.4,1.07,1943,719,1407,51.1,58.7,11.6,12.7,10.8,2.0,48.6,10.3
Cleveland Cavaliers,82,1612,17.5,1.2,1927,701,1307,53.6,63.9,11.4,10.4,10.7,2.9,51.8,100.0
LA Clippers,82,1711,19.1,1.12,1925,721,1338,53.9,61.4,11.6,12.4,10.8,2.2,51.0,34.5
Houston Rockets,82,1726,18.1,1.11,1916,699,1317,53.1,60.6,13.2,13.0,11.9,2.5,50.5,27.6
Golden State Warriors,82,1640,17.7,1.14,1866,696,1300,53.5,61.8,11.9,11.8,10.9,2.9,50.7,55.2
New Orleans Pelicans,82,1616,17.4,1.14,1836,688,1273,54.0,61.8,12.1,11.6,11.3,2.5,51.7,48.3
Utah Jazz,82,1665,17.7,1.09,1815,676,1268,53.3,60.9,11.7,14.8,10.6,2.6,49.1,17.2
Portland Trail Blazers,82,1766,18.7,1.03,1812,664,1316,50.5,56.0,14.4,13.9,13.4,2.8,48.1,3.4
Philadelphia 76ers,82,1567,17.4,1.15,1801,642,1201,53.5,60.5,15.4,11.4,14.6,3.4,52.6,72.4
Sacramento Kings,82,1600,17.4,1.13,1801,662,1229,53.9,61.4,12.6,13.2,11.4,2.6,50.9,37.9
Milwaukee Bucks,82,1536,17.2,1.16,1781,647,1173,55.2,63.3,15.8,11.5,14.9,3.6,52.8,79.3
Los Angeles Lakers,82,1532,17.2,1.14,1746,658,1188,55.4,62.4,12.7,12.2,11.9,2.4,52.5,58.6
Brooklyn Nets,82,1592,17.8,1.08,1721,620,1238,50.1,58.1,11.8,12.4,10.6,2.0,48.2,13.8
Miami Heat,82,1468,16.5,1.16,1703,619,1147,54.0,62.2,13.2,11.7,12.5,3.1,52.0,82.8
Boston Celtics,82,1442,16.0,1.13,1630,606,1196,50.7,60.4,9.1,9.6,8.3,1.7,49.2,41.4
Orlando Magic,82,1467,16.4,1.11,1623,593,1149,51.6,58.1,13.6,10.6,12.5,2.6,50.8,20.7
Phoenix Suns,82,1371,15.4,1.16,1584,573,1067,53.7,62.9,11.8,12.2,10.6,1.8,51.2,75.9
Minnesota Timberwolves,82,1388,15.3,1.14,1577,597,1089,54.8,61.9,12.0,12.2,10.9,2.7,51.8,51.7
Charlotte Hornets,82,1507,16.3,1.02,1541,565,1143,49.4,56.6,11.5,14.4,10.2,1.8,46.6,0.0
