TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Phoenix Suns,82,2538,28.5,1.1,2788,972,2343,41.5,56.7,3.5,5.0,3.2,0.9,40.9,86.2
Memphis Grizzlies,82,2706,28.0,1.02,2768,950,2343,40.5,53.0,7.2,7.7,6.4,1.6,40.4,34.5
San Antonio Spurs,82,2430,26.5,1.04,2533,859,2208,38.9,53.0,5.0,5.1,4.8,1.0,39.2,51.7
Minnesota Timberwolves,82,2327,25.6,1.08,2516,888,2119,41.9,56.0,4.4,5.5,4.1,1.0,41.3,75.9
Boston Celtics,82,2179,24.2,1.15,2500,855,2039,41.9,58.6,3.2,3.9,2.9,0.7,41.7,100.0
Brooklyn Nets,82,2420,27.1,1.01,2456,827,2207,37.5,51.5,5.1,4.5,4.5,0.8,38.1,20.7
Chicago Bulls,82,2420,25.8,1.01,2445,847,2188,38.7,52.9,3.8,6.5,3.5,0.7,37.9,17.2
Oklahoma City Thunder,82,2250,24.4,1.08,2432,844,2099,40.2,55.6,3.0,4.2,2.8,0.5,39.8,72.4
Miami Heat,82,2168,24.4,1.08,2343,798,1998,39.9,55.0,4.5,4.2,4.2,0.8,40.3,69.0
New York Knicks,82,2158,23.9,1.08,2323,804,1957,41.1,54.8,5.3,5.0,5.1,1.0,41.5,65.5
Golden State Warriors,82,2161,23.3,1.08,2322,784,1995,39.3,54.4,4.4,3.9,4.1,0.6,39.8,62.1
Portland Trail Blazers,82,2280,24.2,1.01,2296,798,2063,38.7,52.3,4.1,6.2,3.8,0.8,38.0,13.8
Philadelphia 76ers,82,2143,23.8,1.04,2236,779,1963,39.7,53.0,5.3,4.3,4.9,1.2,40.3,55.2
Cleveland Cavaliers,82,2046,22.2,1.09,2229,782,1876,41.7,57.1,3.1,5.9,2.9,0.6,40.4,79.3
Sacramento Kings,82,2112,23.0,1.04,2200,772,1942,39.8,53.3,4.1,4.5,4.0,0.6,39.9,48.3
Indiana Pacers,82,2077,22.8,1.04,2159,760,1881,40.4,53.3,5.2,5.4,4.7,1.3,40.4,44.8
Los Angeles Lakers,82,1930,21.7,1.12,2157,738,1789,41.3,56.6,4.5,3.7,4.1,0.9,41.6,96.6
Milwaukee Bucks,82,1946,21.8,1.11,2153,740,1809,40.9,56.5,3.8,4.1,3.7,0.9,40.8,89.7
Atlanta Hawks,82,2064,21.6,1.04,2143,741,1865,39.7,53.8,4.6,6.0,4.1,1.0,39.3,37.9
Dallas Mavericks,82,2055,22.6,1.04,2134,751,1838,40.9,53.8,5.3,6.2,5.0,1.0,40.7,41.4
New Orleans Pelicans,82,2076,22.4,1.02,2122,762,1913,39.8,51.8,4.9,4.4,4.5,1.4,40.0,31.0
Toronto Raptors,82,1993,21.2,1.02,2033,701,1838,38.1,52.4,3.9,4.6,3.8,0.8,38.1,24.1
Utah Jazz,82,1957,20.8,1.02,1998,684,1763,38.8,52.5,5.5,5.8,5.1,1.4,38.9,27.6
LA Clippers,82,1782,19.9,1.11,1986,693,1649,42.0,56.7,4.4,3.9,4.1,0.8,42.3,93.1
Houston Rockets,82,2015,21.1,0.98,1978,683,1861,36.7,50.3,3.7,4.6,3.5,0.7,36.8,3.4
Orlando Magic,82,1982,22.2,0.99,1966,677,1863,36.3,50.1,3.4,3.5,3.2,0.9,36.6,6.9
Charlotte Hornets,82,1947,21.1,1.0,1955,680,1779,38.2,51.8,3.9,5.5,3.5,0.8,37.8,10.3
Washington Wizards,82,1987,21.3,0.95,1884,649,1803,36.0,49.3,4.0,6.0,3.9,0.8,35.5,0.0
Detroit Pistons,82,1721,18.5,1.06,1832,638,1586,40.2,54.4,4.2,4.6,3.9,0.9,40.0,58.6
Denver Nuggets,82,1662,17.9,1.09,1816,620,1529,40.5,55.5,4.5,4.2,4.1,0.7,41.0,82.8
